Original Title,Language,Text
Alexandria Ocasio-Cortez,fr,"Alexandria Ocasio-Cortez (en espagnol :  /alexanˈdɾia ɔˈkasjɔ koɾˈtes/, en anglais : /æləɡˈzændɹiə oʊˌkɑsioʊ kɔɹˈtɛz/ ; souvent abrégé AOC), née le 13 octobre 1989 à New York, est une femme politique américaine.
Elle est élue le 6 novembre 2018 représentante du 14e district de New York à la Chambre des représentants des États-Unis, devenant la plus jeune candidate jamais élue au Congrès américain. Elle se revendique du socialisme démocratique dans la lignée de Bernie Sanders, qu'elle soutient pour les primaires présidentielles du Parti démocrate de 2020."
Alexandria Ocasio-Cortez,zh,"亚历山德里娅·奥卡西奥-科尔特斯（英語：Alexandria Ocasio-Cortez，1989年10月13日－），亦被稱為「AOC」，美国政治人物、社会運動人士，第116屆美國眾議院議員，代表紐約州第14選區。她支持民主社会主义，是美国民主社会主义者组织的成员。
奥卡西奥-科尔特斯出生于纽约市布朗克斯的一个天主教家庭。她的父亲是在布朗克斯出生的波多黎各人，而母亲则是生在波多黎各。2011年，她毕业于波士顿大学，获经济学与国际关系学士学位。2016年美国大选民主党總統初选期间，她曾是伯尼·桑德斯竞选团队的志工。2018年6月26日，奥卡西奥-科尔特斯以“政治素人”之姿，在2018年美国众议院选举纽约州第14国会选区的民主党初选中，意外击败了在任众议员、众议院民主党党团主席约瑟夫·克劳利，获得了该选区的民主党议员提名。这一胜利也被认为是2018年美国中期选举中爆出的最大冷门。"
Us (2019 film),en,"Us is a 2019 American horror film written and directed by Jordan Peele, starring Lupita Nyong'o, Winston Duke, Elisabeth Moss, and Tim Heidecker. The film follows Adelaide Wilson (Nyong’o) and her family, who are attacked by a group of mysterious doppelgängers.
The project was announced in February 2018, and much of the cast joined in the following months. Peele produced the film alongside Jason Blum and Sean McKittrick (with the trio previously having collaborated on Get Out and BlacKkKlansman), as well as Ian Cooper. Filming took place from July to October 2018 in California, mostly in Los Angeles and Pasadena and also in Santa Cruz. Us was Peele's second horror film after Get Out.
Us had its world premiere at South by Southwest on March 8, 2019, and was theatrically released in the United States on March 22, 2019, by Universal Pictures. It was a commercial success, grossing $255.1 million worldwide against a budget of $20 million, and received praise for Peele's screenplay and direction, as well as the musical score and Nyong'o's performance."
Us (2019 film),fr,"Us ou Nous au Québec est un film d'horreur américain écrit, produit et réalisé par Jordan Peele, sorti en mars 2019."
Us (2019 film),zh,"《我們》（英語：Us，香港译《我們·異》，台湾译《我們》）是一部於2019年上映的精神恐怖片，由喬登·皮爾執導和編劇，並與傑森·布倫、伊恩·庫珀和西恩·麥基特崔克共同製片。主演包括露琵塔·尼詠歐、溫斯頓·杜克、伊莉莎白·摩斯和提姆·海德克。
電影定於2019年3月22日由環球影業在美國發行。"
Luke Perry,en,"Coy Luther ""Luke"" Perry III (October 11, 1966 – March 4, 2019) was an American actor. He became a teen idol for playing Dylan McKay on the TV series Beverly Hills, 90210 from 1990 to 1995, and again from 1998 to 2000. He also starred as Fred Andrews on the CW series Riverdale, had guest roles on notable shows such as Criminal Minds, Law & Order: Special Victims Unit, The Simpsons, and Will & Grace, and also starred in several films, including Buffy the Vampire Slayer (1992), 8 Seconds (1994), The Fifth Element (1997), and Once Upon a Time in Hollywood (2019), his final feature performance."
Luke Perry,fr,"Luke Perry, nom de scène de Coy Luther Perry III, est un acteur et producteur américain, né le 11 octobre 1966 à Mansfield (Ohio) et mort le 4 mars 2019 à Burbank (Californie).
Il est connu pour le rôle de Dylan McKay (en) dans la série télévisée populaire des années 1990, Beverly Hills 90210 (1990-1995 puis 1998-2000). Il se distingue ensuite dans plusieurs séries télévisées éphémères : Jeremiah (2002-2004), Windfall : Des dollars tombés du ciel (2006) et John from Cincinnati (2007). De 2017 à 2019, il tient l'un des rôles principaux dans la série télévisée populaire Riverdale.
Il s'est également illustré dans des productions filmographiques telles que : Buffy, tueuse de vampires (1992), Le Cinquième Élément (1997) ou encore The Griddle House (2018)."
Luke Perry,zh,"考伊·卢瑟·“路克”·派瑞三世（英語：Coy Luther ""Luke"" Perry III，1966年10月11日－2019年3月4日），美國演員。他曾在1990年至1995年和1998年到2000年出演電視劇《飛越比佛利》（Beverly Hills, 90210）。2019年3月4日因嚴重中風病逝。"
Elon Musk,en,"Elon Reeve Musk  (; born June 28, 1971) is an engineer, industrial designer, and technology entrepreneur. He is a citizen of South Africa, Canada and the United States (where he has lived most of his life and currently resides), and is the founder, CEO and chief engineer/designer of SpaceX; co-founder, CEO and product architect of Tesla, Inc.; founder of The Boring Company; co-founder of Neuralink; and co-founder and initial co-chairman of OpenAI. He was elected a Fellow of the Royal Society (FRS) in 2018. In December 2016, he was ranked 21st on the Forbes list of The World's Most Powerful People, and was ranked joint-first on the Forbes list of the Most Innovative Leaders of 2019. He has a net worth of $44.2 billion and is listed by Forbes as the 20th-richest person in the world. He is the longest tenured CEO of any automotive manufacturer globally.Born and raised in Pretoria, South Africa, Musk briefly attended the University of Pretoria before moving to Canada when he was 17 to attend Queen's University. He transferred to the University of Pennsylvania two years later, where he received a Bachelor's degree in economics from the Wharton School and a Bachelor's degree in physics from the College of Arts and Sciences. He began a Ph.D. in applied physics and material sciences at Stanford University in 1995 but dropped out after two days to pursue a business career. He subsequently co-founded Zip2 with his brother Kimbal, a web software company, which was acquired by Compaq for $340 million in 1999. Musk then founded X.com, an online bank. It merged with Confinity in 2000, which had launched PayPal the previous year and was bought by eBay for $1.5 billion in October 2002.In May 2002, Musk founded SpaceX, an aerospace manufacturer and space transport services company, of which he is CEO and lead designer. He joined Tesla, Inc., an electric vehicle manufacturer, in 2004, the year after it was founded, and became its CEO and product architect. In 2006, he inspired the creation of SolarCity, a solar energy services company (now a subsidiary of Tesla). In 2015, Musk co-founded OpenAI, a nonprofit research company that aims to promote friendly artificial intelligence. In July 2016, he co-founded Neuralink, a neurotechnology company focused on developing brain–computer interfaces. In December 2016, Musk founded The Boring Company, an infrastructure and tunnel-construction company focused on tunnels specialized for electric vehicles.
Apart from Tesla, Musk is not an investor in the stock market. In addition to his primary business pursuits, Musk has envisioned a high-speed transportation system known as the Hyperloop, and has proposed a vertical take-off and landing supersonic jet electric aircraft with electric fan propulsion, known as the Musk electric jet. Musk has said the goals of SpaceX, Tesla, and SolarCity revolve around his vision to change the world and humanity. His goals include reducing global warming through sustainable energy production and consumption, and reducing the risk of human extinction by establishing a human colony on Mars."
Elon Musk,fr,"Elon Musk (prononcé en anglais : /ˈiː.lɒn ˈmʌsk/), né le 28 juin 1971 à Pretoria, est un entrepreneur, chef d'entreprise et ingénieur sud-africain, naturalisé canadien en 1988 puis américain en 2002. Il est PDG et directeur de la technologie de la société SpaceX, ainsi que DG et directeur architecture produit de la société Tesla, après avoir été président du conseil d'administration de SolarCity et de Tesla. Il est aussi le fondateur de The Boring Company, une société de construction de tunnels, et de Neuralink, une société de neurotechnologie.
Il est le fondateur de SpaceX et cofondateur de Zip2 et fut le fondateur ainsi que l'un des principaux dirigeants de X.com, qui a finalement fusionné avec Confinity et a pris le nom de Paypal.
En 2015, il cofonde et copréside OpenAI, une association de recherche à but non lucratif en intelligence artificielle dont l'objectif est de promouvoir et développer une intelligence artificielle open-source bénéficiant à l'humanité tout entière.
En 2018, la fortune de Musk est estimée à 19,6 milliards de dollars américains, se classant dans le Forbes400 comme la 24e personne la plus riche résidant aux États-Unis. En mars 2018, Forbes le classe comme la 54e personne la plus riche du monde. En mai 2018, Musk a été classé 25e sur la liste des personnalités les plus puissantes du monde selon Forbes.
Musk a déclaré que les objectifs de SolarCity, Tesla et SpaceX tournent autour de sa vision de changer le monde et l'humanité. Ses buts incluent de réduire le réchauffement climatique par la production et la consommation d'énergie durable et réduire le « risque de l'extinction humaine » en créant une vie multi-planétaire par l'établissement d'une colonie humaine sur Mars.
En plus de ses activités commerciales, il a proposé en 2013 un projet de transport à grande vitesse connu sous le nom de Hyperloop, et également un avion à réaction supersonique à décollage et atterrissage verticaux avec propulsion électrique.
Le 30 octobre 2019 il fait don de 1 million de dollars U.S à la fondation Team Trees devenant le plus gros donateur pour quelques heures. (Il sera dépassé à 22h par Tobias Lütke)"
Elon Musk,zh,伊隆·马斯克（英語：Elon Musk，1971年6月28日－），是一名出生於南非的企業家，他同时具有南非、美国以及加拿大国籍，並以SpaceX的創辦者，及特斯拉汽車與PayPal（原X.com）的聯合創辦人而闻名。目前，马斯克擔任SpaceX的執行長兼首席设计师、特斯拉汽車執行長兼产品架构师以及SolarCity的董事长；与此同时，他还是现代第一辆可行电动车Tesla Roadster的联合设计者之一。在2019年福布斯美國400富豪榜，他以199億美元的資產，排名第23名。
Joaquin Phoenix,en,"Joaquin Rafael Phoenix (; né Bottom; born October 28, 1974) is an American actor and producer. He has received numerous awards and nominations, including an Academy Award, a Grammy Award, and two Golden Globe Awards.
As a child, Phoenix started acting in television with his brother River and sister Summer. His first major film role was in SpaceCamp (1986). During this period, he was credited as Leaf Phoenix, a name he gave himself. He later went back to his original name and received positive reviews for his supporting work in the comedy-drama film To Die For (1995) and the period film Quills (2000). He received wider attention for his portrayal of Commodus in the historical drama film Gladiator (2000), for which he was nominated for the Academy Award for Best Supporting Actor. He subsequently earned Best Actor nominations for portraying musician Johnny Cash in Walk the Line (2005), an alcoholic war veteran in The Master (2012), and the title character in Joker (2019), winning for the latter. His other films include the horror films Signs (2002) and The Village (2004), the historical drama Hotel Rwanda (2004), the romantic drama Her (2013), the crime satire Inherent Vice (2014), and the psychological thriller You Were Never Really Here (2017), winning the Cannes Film Festival Award for Best Actor for the latter.
Phoenix has also ventured into directing music videos, as well as producing films and television shows. For recording the soundtrack to Walk the Line, he won the Grammy Award for Best Compilation Soundtrack for Visual Media. He is a social activist and has lent his support to several charities and humanitarian organizations. He is on the board of directors for The Lunchbox Fund, a non-profit organization which provides daily meals to school students in the South African town of Soweto. He is also known for his animal rights advocacy; he has been a vegan since the age of three and often campaigns with PETA and In Defense of Animals. For his lifelong dedication to animal rights, he was named PETA's Person of the Year in 2019."
Joaquin Phoenix,fr,"Joaquín Rafael Bottom, dit Joaquin Phoenix /hwɑːˈkiːn ˈfiːnɪks/, né le 28 octobre 1974 à San Juan (Porto Rico), est un acteur, producteur, musicien et militant américain.
Phoenix a commencé à jouer dans des séries télévisées avec son frère River Phoenix et sa sœur Summer. Son premier film majeur est Cap sur les étoiles sorti en 1986. 
Il a parfois été crédité sous le pseudonyme de « Leaf Phoenix », mais il est ensuite revenu à son prénom de naissance, Joaquin. 
Il a reçu nombre de critiques positives dès le début de sa carrière pour son talent d'acteur notamment dans l'adaptation cinématographique du roman Prête à tout (1995) et dans le film d'époque Quills, la plume et le sang (2000). 
Il a attiré l'attention internationale pour son interprétation de Commode dans le film épique historique Gladiator de Ridley Scott, sorti en 2000, qui lui a valu une nomination à l'Oscar du meilleur acteur dans un second rôle et définitivement lancé sa carrière.
Par la suite, il a été nommé aux Oscars dans la catégorie meilleur acteur pour son interprétation du musicien Johnny Cash dans le film Walk the Line (2005) et pour son rôle de Freddie Quell, un ancien combattant alcoolique obsédé par le sexe, dans le film dramatique The Master (2012), qui lui a permis de remporter la Coupe Volpi du meilleur acteur.  
Parmi ses autres films notables figurent The Yards (2000), Buffalo Soldiers (2001), le thriller de science-fiction Signes (2002), le film dramatique historique Hôtel Rwanda (2004), le thriller psychologique Le Village (2004), le thriller La nuit nous appartient (2007), le drame romantique Two Lovers (2008), le drame The Immigrant (2013), le drame de science-fiction romantique Her (2013), le film de comédie policière Inherent Vice (2014), le thriller A Beautiful Day (2017) ou encore Les Frères Sisters (2018). 
Il interprète le Joker en 2019, succédant ainsi à Cesar Romero, Jack Nicholson, Heath Ledger et Jared Leto, dans le film Joker de Todd Phillips où son jeu d'acteur reçoit d'excellentes critiques, lui valant l'Oscar du meilleur acteur lors de la cérémonie 2020.
Il est également connu pour son activisme antispéciste contre l'exploitation des animaux par les humains,. Il est végan depuis l'âge de trois ans et a été la personne de l'année du PETA en 2019,."
Joaquin Phoenix,zh,瓦昆·拉斐爾·菲尼克斯（英語：Joaquin Rafael Phoenix，/hwɑːˈkiːn/，1974年10月28日－），是一名美國演員、監製。2012年以電影《世紀教主》獲得第65屆坎城影展最佳男主角獎，2020年以電影《小丑》獲得第25屆评论家选择电影奖、第26屆美國演員工會獎、第92屆奧斯卡金像獎與第77屆金球獎電影劇情類的最佳男主角獎。
Dwayne Johnson,en,"Dwayne Douglas Johnson (born May 2, 1972), also known by his ring name, The Rock, is an American actor, producer, investor and retired professional wrestler. Johnson was a professional wrestler for the World Wrestling Federation (WWF, now WWE) for eight years prior to pursuing an acting career. His films have grossed over $3.5 billion in North America and over $10.5 billion worldwide, making Johnson one of the most successful and highest-grossing box-office stars of all time.Johnson was a college football player for the University of Miami, with whom he won a national championship in 1991. He initially aspired for a professional career in football and entered the 1995 NFL Draft, but he went undrafted. As a result, Johnson signed with the Calgary Stampeders of the Canadian Football League (CFL), but was cut from the team in the middle of his first season. Shortly after, he began training as a professional wrestler.In 1996, Johnson secured a contract with the WWF and was promoted as the first third-generation wrestler in the company's history, as he is the son of Rocky Johnson and grandson of Peter Maivia. He rose to prominence after developing a charismatic persona of a boastful trash-talking wrestler named The Rock. He subsequently won his first WWF Championship in 1998 and helped usher the WWF into the ""Attitude Era"", a boom period in the company's business in the latter 1990s and early 2000s which still hold professional wrestling records for television ratings. In 2004, he left the WWE to pursue an acting career and went on a seven-year hiatus before returning in 2011 as a part-time performer until 2013, before wholly retiring in 2019.
Considered to be one of the greatest professional wrestlers and biggest draws of all-time, The Rock headlined the most-bought professional wrestling pay-per-view event ever, WrestleMania XXVIII, and was featured in among the most watched episodes of WWE's television shows, WWE Raw and WWE SmackDown. He has won several championships, being a two-time Intercontinental Champion, a five-time tag team champion, and a ten-time world champion. He was also a Royal Rumble match winner and WWE's sixth Triple Crown champion.
Johnson had his first acting role in The Mummy Returns (2001), and played his first lead role in the spin-off The Scorpion King (2002). He has since starred in numerous other successful films, including The Rundown (2003), Walking Tall (2004), The Game Plan (2007), Get Smart (2008), Race to Witch Mountain (2009), Tooth Fairy (2010), Journey 2: The Mysterious Island (2012), G.I. Joe: Retaliation (2013), Pain & Gain (2013), Hercules (2014), San Andreas (2015), Central Intelligence (2016), Moana (2016), Rampage (2018), and Skyscraper (2018). Johnson's most successful box office role has been Luke Hobbs in The Fast Saga films. He first appeared as the character in Fast Five (2011) and helped catapult the film series into one of the top-grossing movie franchises in history. He starred in the sequels, Fast & Furious 6 (2013), Furious 7 (2015), The Fate of the Furious (2017), and the spin-off film Hobbs & Shaw (2019). Another notable franchise starring Johnson is the Jumanji franchise, as he has starred in the successful films, Jumanji: Welcome to the Jungle (2017), and its sequel, Jumanji: The Next Level (2019).
Johnson also starred in the HBO series Ballers starting in 2015. The show ran for five seasons and was ranked as HBO's most watched comedy in six years.Johnson has also attained success as an author and producer. In 2000, he released an autobiography titled The Rock Says... which debuted at number one on The New York Times Best Seller list.  In 2012, he founded the entertainment production company Seven Bucks Productions, which has since produced several films. Consistently ranked among the world's highest paid actors, Johnson made the Time 100 Most Influential People in the World list in both 2016 and 2019. Johnson is a dual citizen of both the United States and Canada."
Dwayne Johnson,fr,"Dwayne Johnson [ˈdweɪn ˈd͡ʒɑnsən], également connu sous le nom de scène The Rock, est un catcheur (lutteur professionnel), acteur et producteur américano-canadien, né le 2 mai 1972,, à Hayward (Californie). Issu d'une famille de lutteurs, il devient lui aussi catcheur. Il a travaillé à la World Wrestling Federation / Entertainment jusqu'en 2004 puis est revenu à la compétition de février 2011 jusqu'en avril 2013 et fait occasionnellement quelques apparitions. 
Il commence vers la fin des années 1990 une carrière d'acteur et accède rapidement aux premiers rôles dans les années 2000, devenant une vedette de cinéma à part entière en étant l'acteur principal de nombreux films d'action puis l'acteur le mieux payé au monde en 2016 et 2019 selon le magazine Forbes. Il fait aussi partie des cent personnes les plus influentes dans le monde selon le Time 100 de 2016 et 2019,."
Dwayne Johnson,zh,"德韦恩·道格拉斯·约翰逊（英語：Dwayne Douglas Johnson，1972年5月2日－），人称巨石强森，广泛稱之「巨石」（The Rock）}，為美國職業摔角手及演員。父為非洲裔加拿大人，母為太平洋的美屬薩摩亞人。
曾是迈阿密大学美式足球队一员的他，曾带领迈阿密飓风队赢得1991年国家锦标赛，随后进军加拿大美式足球联盟卡尔加里狂奔者队，踏入1995年赛季两个月退出。而后受祖父彼得·马维亚和父亲洛克·强森的影响，以“洛克·马维亚”为名走上職業摔角生涯，后来因在1996年到2004年间担任世界摔角联盟麾下选手“巨石”声名大噪，他是公司史上首位三代摔角選手。2011年到2013年曾短暂回归WWE。
強森被視為史上最偉大的摔角選手之一。他在WWE建立17次冠军王朝，包括8次WWE（F）冠军和两次WCW/世界冠军。他还赢得两次WWE洲际冠军和五次WWE双打冠军，是WWE第六位三冠王，以及2000年皇家大战优胜者。
他的自传《巨石说……》（与乔·雷登）合写，于2000年发表，首次亮相便占据《纽约时报》畅销书榜首数周。他首部出任主演的电影是2002年的《蝎子王》。这个角色给了他550万美元的片酬，创下出演处女作片酬最高的世界纪录。从那时起，他的名字开始为电影业界熟知。
2013年12月16日，強森被《富比士》評為2013年最賣座的演員，他参演的電影累计全球票房將近43億美元。2016年8月，他又被《富比士》評為2016年最賣座的演員，收入逾6450萬美元。2018年7月強森被《富比士》評為年收入最高的演員，他2017-2018年內收入超過1.24億美元，打破歷史紀錄。截止2018年7月，他参演的電影累计全球票房超過104億美元。
在社交媒體方面，強森的instagram帳號是全球第8多人追蹤的帳號，高達1億5千萬人。
2019年8月18號於 Instagram 宣布與交往12年的女友Laura Hashian在夏威夷完婚。"
Elton John,en,"Sir Elton Hercules John  (born Reginald Kenneth Dwight; 25 March 1947) is an English singer, songwriter, pianist, and composer. He has worked with lyricist Bernie Taupin since 1967; they have collaborated on more than 30 albums. John has sold more than 300 million records, making him one of the best-selling music artists. He has more than fifty Top 40 hits in the UK Singles Chart and US Billboard Hot 100, including seven numbers ones in the UK and nine in the US, as well as seven consecutive number-one albums in the US. His tribute single ""Candle in the Wind 1997"", rewritten in dedication to Diana, Princess of Wales, sold over 33 million copies worldwide and is the best-selling single in the history of the UK and US singles charts. He has also produced records and occasionally acted in films. John owned Watford F.C. from 1976 to 1987 and from 1997 to 2002. He is an honorary life president of the club.
Raised in the Pinner area of London, John learned to play piano at an early age, and by 1962 had formed Bluesology, an R&B band with whom he played until 1967. He met his longtime musical partner Taupin in 1967, after they both answered an advert for songwriters. For two years, they wrote songs for artists including Lulu, and John worked as a session musician for artists including the Hollies and the Scaffold. In 1969, John's debut album, Empty Sky, was released. In 1970, his first hit single, ""Your Song"", from his second album, Elton John, reached the top ten in the UK and the US. John has also had success in musical films and theatre, composing for The Lion King and its stage adaptation, Aida and Billy Elliot the Musical.
John has received five Grammy Awards, five Brit Awards, two Academy Awards, two Golden Globe Awards, a Tony Award, a Disney Legends award, and the Kennedy Center Honor. In 2004, Rolling Stone ranked him 49th on its list of 100 influential musicians of the rock and roll era. In 2013, Billboard ranked him the most successful male solo artist on the Billboard Hot 100 Top All-Time Artists, and third overall, behind the Beatles and Madonna. He was inducted into the Rock and Roll Hall of Fame in 1994 and the Songwriters Hall of Fame in 1992, and is a fellow of the British Academy of Songwriters, Composers and Authors. He was knighted by Elizabeth II for ""services to music and charitable services"" in 1998. John has performed at a number of royal events, such as the funeral of Princess Diana at Westminster Abbey in 1997, the Party at the Palace in 2002 and the Queen's Diamond Jubilee Concert outside Buckingham Palace in 2012.
John has been involved in the fight against AIDS since the late 1980s. In 1992, he established the Elton John AIDS Foundation, and a year later he began hosting his annual Academy Awards Party, which has since become one of the highest-profile Oscar parties in the Hollywood film industry. Since its inception, the foundation has raised over £300 million. John, who announced he was bisexual in 1976 and has been openly gay since 1988, entered into a civil partnership with David Furnish on 21 December 2005; they married after same-sex marriage became legal in England and Wales in 2014. Presenting John with France's highest civilian award, the Legion d'honneur, in 2019, French President Emmanuel Macron called him a ""melodic genius"" and praised his work on behalf of the LGBT community. In 2018, John embarked on a three-year farewell tour."
Elton John,fr,"Sir Elton Hercules John, né Reginald Kenneth Dwight le 25 mars 1947 à Pinner dans le Grand Londres,, est un auteur-compositeur-interprète anglais. Il est aussi acteur occasionnellement, puisqu'il a joué autant au cinéma (Tommy, Spice World, le film et Kingsman : Le Cercle d'or) que dans des séries télévisées (Ally McBeal). 
Icône pop mondiale, en plus de cinquante ans de carrière, Elton John a vendu plus de 300 millions de disques,. En 1993, il bat aux États-Unis le record d'Elvis Presley en installant un nouveau single au top 40 US pour la 24e année consécutive,.
En 1997, sa chanson Candle in the Wind devient le single le plus vendu depuis la création des hit-parades, avec 33 millions d'exemplaires écoulés.
En 2008, il est classé comme l'artiste solo masculin ayant eu le plus de succès dans le classement Hot 100 Top All-Time Artists du magazine américain Billboard avec 56 singles inscrits au Top 40, 27 au Top 10, quatre no 2, et neuf no 1. Il s'est produit plus de 4 000 fois en concert dans un total de plus de 80 pays."
Elton John,zh,"艾爾頓·海克力斯·約翰爵士，CH，CBE（Sir Elton Hercules John，1947年3月25日－），英國籍搖滾樂唱作人、作曲家、鋼琴家和演員。自1967年以來，艾爾頓·約翰爵士與作詞人伯尼·陶平成為創作夥伴，迄今二人已經合作完成三十餘張專輯。
在艾爾頓·約翰四十年的音樂生涯中，他共計售出超過二億五千萬張唱片，使得他成為“史上最成功的藝人”之一。 他的單曲《風中之燭（1997）》在全球已成功售出3300萬張，成為“告示牌百强单曲榜”歷史上最暢銷的單曲。 在艾爾頓·約翰爵士的音樂歷史中，共計有超過50首歌曲進入各大主流電臺的TOP40單曲，其中還有一張在美國連續七年蟬聯榜首的專輯。而在“告示牌百强单曲榜”的歷史中，艾爾頓·約翰爵士共有五十六首歌曲進入前四十；十六首進入前十；四首亞軍單曲和九首冠軍單曲。並且他還贏得了六座格萊美獎盃、四座全英音樂獎獎盃、一座奧斯卡獎盃、一座金球獎獎盃和一座托尼獎獎盃。在2004年，《滾石》將艾爾頓·約翰爵士列為“史上最偉大的百位藝人”中的第49位。艾爾頓·約翰爵士在1994年進入摇滚名人堂， 在1996年獲得大英帝國司令勳章，而在1998年又因“對音樂和慈善的突出貢獻”獲得英國女王伊莉莎白二世頒發的皇家嘉許。 艾爾頓·約翰爵士還曾參與過一些英國王室演出，例如：1997年在西敏寺的戴安娜王妃葬禮和2012年在白金漢宮的伊莉莎白二世“鑽禧慶典音樂會”。  自20世紀80年代後期以來，艾爾頓·約翰爵士致力於抗擊艾滋病的公益活動， 并在1992年成立了“艾爾頓·約翰艾滋病基金會”。從1993年開始，該基金會會舉辦年度“奧斯卡獎派對”，這已經成為好萊塢上極為矚目的活動。自成立以來，“艾爾頓·約翰艾滋病基金會”迄今已經募集了兩億美元的善款。2005年12月21日，艾爾頓·約翰爵士與電影製片人大衛·弗尼西（David Furnish）結成民事伴侶， 這被視為LGBT社會運動的一個標誌。
2008年，《告示牌》將艾爾頓·約翰爵士評為“最成功的獨唱男歌手”而列入“告示牌百強單曲榜之史上最成功藝人榜”。 在約翰爵士之前，只有披頭四樂隊和麥當娜入選。
2018年，艾爾頓·約翰爵士宣布為了多陪家人，將於年底舉辦為期三年，至2021年，共300場的世界告別巡迴演唱。未來將不再巡迴表演，但仍會繼續從事音樂創作。"
Lady Gaga,en,"Stefani Joanne Angelina Germanotta ( STEF-ən-ee JUR-mə-NOT-ə) (born March 28, 1986), known professionally as Lady Gaga, is an American singer, songwriter, and actress. She is known for reinventing herself throughout her career and for her versatility in numerous areas of the entertainment industry. Gaga began performing as a teenager, singing at open mic nights and acting in school plays. She studied at Collaborative Arts Project 21, through New York University's Tisch School of the Arts, before dropping out to pursue a music career. When Def Jam Recordings canceled her contract, she worked as a songwriter for Sony/ATV Music Publishing, where Akon helped her sign a joint deal with Interscope Records and his own label KonLive Distribution in 2007. She rose to prominence the following year with her debut album, the electropop record The Fame, and its chart-topping singles ""Just Dance"" and ""Poker Face"". The follow-up EP The Fame Monster (2009), along with the singles ""Bad Romance"", ""Telephone"" and ""Alejandro"", were also successful.
Gaga's second full-length album, Born This Way (2011), explored electronic rock and techno-pop and debuted atop the US Billboard 200 with more than one million copies sold. Its title track became the fastest-selling song on the iTunes Store with over a million downloads in less than a week. Gaga experimented with EDM on her third studio album, Artpop (2013), which included the single ""Applause"". Her collaborative jazz album with Tony Bennett, Cheek to Cheek (2014), and her soft rock-influenced fifth studio album, Joanne (2016), continued to top the US charts. During this period, Gaga ventured into acting, playing leading roles in the miniseries American Horror Story: Hotel (2015–2016), for which she received a Golden Globe Award for Best Actress, and the critically acclaimed musical drama film A Star Is Born (2018). She also contributed to the latter's soundtrack, which yielded her fourth US number-one single ""Shallow"", and made her the first person to win an Academy, a Grammy, a BAFTA and a Golden Globe Award in one year.
Having sold 27 million albums and 146 million singles as of January 2016, Gaga is one of the world's best-selling music artists and the fourth highest-earning female musician of the 2010s. Her achievements include various Guinness world records, 11 Grammy Awards and awards from the Songwriters Hall of Fame and the Council of Fashion Designers of America. She has been declared Billboard's Artist of the Year and Woman of the Year, and included among Forbes's power and earnings rankings. She was ranked number four on VH1's Greatest Women in Music in 2012 and second on Time's 2011 readers' poll of the most influential people of the past ten years. She is known for her philanthropy and social activism, including her work related to mental health awareness and LGBT rights. Gaga founded her nonprofit organization, the Born This Way Foundation, which focuses on empowering youth, improving mental health and preventing bullying."
